,RSI2_MeanRev,RSI2_BankNifty,Pairs_nifty50_vs_banknifty,DualMom_nifty50_vs_gold,FundManager,Nifty50_BuyHold
2021-05-19,60742.19700774237,68172.41409826386,59298.03439995932,79647.50268341851,73993.35371304739,89513.66538400113
2021-05-20,60742.19700774237,68172.41409826386,58680.767081418635,78989.87108994916,73684.30875233067,88774.57109453235
2021-05-21,60742.19700774237,68172.41409826386,60920.55384901307,80416.67584839568,74613.70484793285,90378.11821670056
2021-05-24,60742.19700774237,68172.41409826386,61513.27213032109,80535.37959560017,74801.96631020162,90511.52613470303
2021-05-25,60742.19700774237,68172.41409826386,61513.27213032109,80592.34580229766,74813.67057741852,90575.5489074544
2021-05-26,60742.19700774237,68172.41409826386,61513.27213032109,81085.1697300062,74914.87035886935,91129.42033683842
2021-05-27,60742.19700774237,68172.41409826386,61513.27213032109,81278.05685048546,74954.29161465539,91346.20093356463
2021-05-28,60742.19700774237,68172.41409826386,61513.27213032109,81796.32099186814,75060.01595299848,91928.66392825075
2021-05-31,60742.19700774237,68172.41409826386,61513.27213032109,,75060.01595299848,92805.02797448535
2021-06-01,60742.19700774237,68172.41409826386,61513.27213032109,82533.9629888395,75192.69545627042,92757.67973747871
2021-06-02,60742.19700774237,68172.41409826386,61513.27213032109,82541.11998955376,75193.9735341998,92765.72329622827
2021-06-03,60742.19700774237,68172.41409826386,61513.27213032109,83146.01851196139,75301.98715424645,93445.55231913306
2021-06-04,60742.19700774237,68172.41409826386,61513.27213032109,83039.5070233851,75283.07919080739,93325.8469495138
2021-06-07,60742.19700774237,68172.41409826386,61513.27213032109,83470.86250967352,75359.73256170751,93810.63566680287
2021-06-08,60742.19700774237,68172.41409826386,61513.27213032109,83409.65281737538,75348.9005788525,93741.84375581966
2021-06-09,60742.19700774237,68172.41409826386,61513.27213032109,82854.56350095096,75250.6111536543,93117.9939469167
2021-06-10,60742.19700774237,68172.41409826386,61513.27213032109,83397.20180962517,75347.21343179811,93727.85040632477
2021-06-11,60742.19700774237,68172.41409826386,61513.27213032109,83723.62935196387,75405.02115060232,94094.71345679818
2021-06-14,60742.19700774237,68172.41409826386,61513.27213032109,83789.86912719352,75416.7149163582,94169.15854139281
2021-06-15,60742.19700774237,68172.41409826386,61513.27213032109,84094.04424504102,75470.37892416454,94511.01269626022
2021-06-16,60742.19700774237,68172.41409826386,61513.27213032109,83555.11639877615,75375.5752354255,93905.3263247939
2021-06-17,60742.19700774237,68172.41409826386,61513.27213032109,83151.58679306663,75304.22156563526,93451.81035905679
2021-06-18,60742.19700774237,68172.41409826386,61513.27213032109,83108.92423783279,75296.64837366213,93403.86307176006
2021-06-21,60742.19700774237,68172.41409826386,61513.27213032109,83443.56965228592,75356.07706719365,93779.961965541
2021-06-22,60742.19700774237,68172.41409826386,61513.27213032109,83582.67318026818,75380.70040209906,93936.29664318971
2021-06-23,60742.19700774237,68172.41409826386,61513.27213032109,83128.0043980884,75300.32514630591,93425.30674573664
2021-06-24,60742.19700774237,68172.41409826386,61513.27213032109,83676.46973698983,75397.70788942388,94041.71204618015
2021-06-25,60742.19700774237,68172.41409826386,61513.27213032109,84046.87945508453,75463.12938779026,94458.00546961995
2021-06-28,60742.19700774237,68172.41409826386,61513.27213032109,83804.97490093534,75420.55576749322,94186.13551029372
2021-06-29,60742.19700774237,68172.41409826386,61513.27213032109,83453.90409221823,75358.62621127485,93791.5765619422
2021-06-30,60742.19700774237,68172.41409826386,61513.27213032109,83311.09010182664,75305.30603856573,93631.07179635175
2021-07-01,60742.19700774237,68172.41409826386,61513.27213032109,83091.17404806422,75223.11694823968,93383.9141154976
2021-07-02,60742.19700774237,68172.41409826386,61513.27213032109,83314.800564236,75306.822489061,93635.2418842935
2021-07-05,60742.19700774237,68172.41409826386,61513.27213032109,,75306.822489061,94303.15969366312
2021-07-06,60742.19700774237,68172.41409826386,61513.27213032109,83823.78596210407,75497.04064476398,94207.27675111414
2021-07-07,60742.19700774237,68172.41409826386,61513.27213032109,84149.15780802506,75618.20562242166,94572.95333305183
2021-07-08,60742.19700774237,68172.41409826386,61513.27213032109,83345.00693673719,75319.42762653127,93669.19000607308
2021-07-09,60742.19700774237,68172.41409826386,61513.27213032109,83143.10499684777,75243.9875023112,93442.27789861533
2021-07-12,60742.19700774237,68172.41409826386,61513.27213032109,83157.94167150272,75249.53908248231,93458.9524343601
2021-07-13,60742.19700774237,68172.41409826386,61513.27213032109,83792.51871820271,75486.95998490191,94172.13634477659
2021-07-14,60742.19700774237,68172.41409826386,61513.27213032109,84012.96779515641,75569.07251888787,94419.89307592085
2021-07-15,60742.19700774237,68172.41409826386,61513.27213032109,84385.23533194703,75707.52074965222,94838.27445134263
2021-07-16,60742.19700774237,68172.41409826386,61513.27213032109,84380.9970213288,75705.94857851222,94833.51112913302
2021-07-19,60742.19700774237,68172.41409826386,61513.27213032109,83474.83689618729,75369.80503068372,93815.10237187856
2021-07-20,60742.19700774237,68172.41409826386,61513.27213032109,82837.34115939126,75131.81784315086,93098.63822492209
2021-07-22,60742.19700774237,68172.41409826386,61513.27213032109,83854.52018281413,75513.260817912,94241.8181071616
2021-07-23,60865.032206584576,68874.436023344,61513.27213032109,84024.09400740203,75601.98953982686,94432.39752372385
2021-07-26,60865.032206584576,68707.923143744,61513.27213032109,83856.64192561447,75539.69436392735,94244.20267627752
2021-07-27,60865.032206584576,68707.923143744,61513.27213032109,83443.30572818148,75385.74578818599,93779.66534840707
2021-07-28,60865.032206584576,68707.923143744,61513.27213032109,83246.97206939732,75312.40814083203,93559.01128087305
2021-07-29,60865.032206584576,68707.923143744,61513.27213032109,83612.87955276937,75449.27675166962,93970.2447649693
2021-07-30,60865.032206584576,68707.923143744,61513.27213032109,83531.27007969348,75417.53621149826,93878.52609433983
2021-08-02,60865.032206584576,68707.923143744,61513.27213032109,84178.30330912609,75669.32806792465,94605.70917027348
2021-08-03,60865.032206584576,68707.923143744,61513.27213032109,85479.78034284516,76173.5805649418,96068.40386597977
2021-08-04,60865.032206584576,68707.923143744,61513.27213032109,86158.33956530112,76434.20826362215,96831.01814936266
2021-08-05,60865.032206584576,68707.923143744,61513.27213032109,86348.04924656234,76506.7473003382,97044.22770843722
2021-08-06,60865.032206584576,68707.923143744,61513.27213032109,86049.17848571565,76392.61134562288,96708.3349763596
2021-08-09,60865.032206584576,68707.923143744,61513.27213032109,86155.42605018751,76433.26648458917,96827.74372884494
2021-08-10,60865.032206584576,68707.923143744,61513.27213032109,86271.21110729595,76477.5400134309,96957.87141030746
2021-08-11,60865.032206584576,68707.923143744,61513.27213032109,86282.60641862843,76481.89398961527,96970.67829126662
2021-08-12,60865.032206584576,68707.923143744,61513.27213032109,86717.93629143063,76648.21445343267,97459.9337136314
2021-08-13,60865.032206584576,68707.923143744,61513.27213032109,87590.70742987044,76980.70961011774,98440.81749543239
2021-08-16,60865.032206584576,68707.923143744,61513.27213032109,87770.62086937307,77048.86172251636,98643.01732441808
2021-08-17,60865.032206584576,68707.923143744,61513.27213032109,88043.7874924412,77152.21792153537,98950.02187405962
2021-08-18,60865.032206584576,68707.923143744,61513.27213032109,87801.3499151007,77060.65039709488,98677.55286444329
2021-08-20,60865.032206584576,68707.923143744,60612.49497339955,87174.19379321941,76500.57903378418,97972.70912991028
2021-08-23,60865.032206584576,68707.923143744,60769.146287287826,87417.68706697763,76649.23994632717,98246.36460806233
2021-08-24,60865.032206584576,69857.55320369561,61785.94368259411,88096.77931262492,77272.78093835914,99009.57794173533
2021-08-25,60865.032206584576,69611.36819148884,61568.20383053611,88150.0402318955,77215.01239881259,99069.43644256718
2021-08-26,60865.032206584576,69611.36819148884,61622.35832288637,88161.96339143683,77238.94365411089,99082.83655779422
2021-08-27,60865.032206584576,69611.36819148884,61640.092178861305,88523.89131331268,77381.97131589151,99489.59752079257
2021-08-30,60865.032206584576,69611.36819148884,62885.510336332154,89720.71985213377,78280.17358717795,100834.68061488384
2021-08-31,60865.032206584576,69611.36819148884,63018.64942272928,90786.64203515729,78804.47431830488,102032.64161054495
2021-09-01,60865.032206584576,69611.36819148884,63277.6421165826,90490.15694121535,78737.64488594615,101699.4300647172
2021-09-02,60865.032206584576,69611.36819148884,63722.27935684419,91326.89985190917,79237.74646462225,102639.82269972541
2021-09-03,60865.032206584576,69611.36819148884,63600.91328001579,91800.90754346654,79422.14499432291,103172.54707226675
2021-09-06,60865.032206584576,69611.36819148884,63308.87235608723,,79344.95501056328,103495.34793829573
2021-09-07,60865.032206584576,69611.36819148884,63095.113159962624,92004.92605117385,79381.01091085415,103401.83793281819
2021-09-08,60865.032206584576,69611.36819148884,63613.112064327805,91959.35515580884,79498.26739113427,103350.62204102598
2021-09-09,60865.032206584576,69611.36819148884,63466.050819657685,92042.81727259817,79497.32281597555,103444.42284761522
2021-09-13,60865.032206584576,69611.36819148884,63100.30355683334,91968.89782342785,79366.76943426969,103361.3467860254
2021-09-14,60865.032206584576,69611.36819148884,63344.68474282929,92099.78347929567,79491.24647561941,103508.44562036659
2021-09-15,60865.032206584576,69611.36819148884,63758.5242766588,92838.75027177163,79936.67845825388,104338.95033128644
2021-09-16,60865.032206584576,69611.36819148884,65170.90695846677,93421.92939287935,80575.62173033685,104994.3695088753
2021-09-17,60865.032206584576,69611.36819148884,65418.910608945385,93186.91274035755,80533.89320278594,104730.24067514247
2021-09-20,60865.032206584576,69611.36819148884,64266.22348723366,92189.34172539914,79780.03234136075,103609.09770114742
2021-09-21,60865.032206584576,69611.36819148884,64422.19896819606,93064.23460663926,80219.29671725997,104592.36605206432
2021-09-22,60865.032206584576,69611.36819148884,63918.38579694497,92982.89423265026,80049.62809813555,104500.94981459103
2021-09-23,60865.032206584576,69611.36819148884,65349.27954259261,94447.05201434734,81092.00478425702,106146.47698524393
2021-09-24,60865.032206584576,69611.36819148884,65450.661239802925,94607.35227040309,81191.03371304722,106326.63408996293
2021-09-27,60865.032206584576,69611.36819148884,66040.54173416404,94617.42278623096,81350.46060092004,106337.9520692302
2021-09-28,60865.032206584576,69611.36819148884,65649.10606182723,94053.0599012744,80993.15048816323,105703.679948484
2021-09-29,60865.032206584576,69611.36819148884,65299.626097528664,93855.40662196808,80812.35381029955,105481.54279528033
2021-09-30,60865.032206584576,69611.36819148884,64749.626504123364,93361.78574696381,80427.73206599723,104926.77569847228
2021-10-01,60865.032206584576,69611.36819148884,64404.9787452448,92905.528245175,80119.60112065022,104414.0002821934
2021-10-04,60865.032206584576,69611.36819148884,65017.00628458679,93749.15388251378,80682.61254564316,105362.12822677275
2021-10-05,61315.899727052565,69910.2542709262,65296.165832948194,94443.61582600731,81220.94187990401,106142.6151464806
2021-10-06,61315.899727052565,69910.2542709262,64916.489653521596,93509.36589618248,80686.21682163652,105092.63702054022
2021-10-07,61315.899727052565,69910.2542709262,65317.272095223234,94274.30075054141,81151.51550304734,105952.32653103003
2021-10-08,61315.899727052565,69910.2542709262,65355.42286388881,94829.91791517468,81414.62200603768,106576.76957420088
2021-10-11,61315.899727052565,69910.2542709262,66252.5707979984,95098.85140260703,81800.18851676806,106879.01661765504
2021-10-12,61315.899727052565,69910.2542709262,66646.5138104902,95342.61377545213,82025.5022272874,107152.97452896327
2021-10-13,61315.899727052565,69910.2542709262,66844.18142464975,96242.41902215756,82490.69719066925,108164.24121091444
2021-10-14,61315.899727052565,69910.2542709262,66844.18142464975,97179.31854299158,82913.65859348136,109217.19714023861
2021-10-18,61315.899727052565,69910.2542709262,66844.18142464975,97913.25525253602,83243.48097046433,110042.04867754705
2021-10-19,61315.899727052565,69910.2542709262,66844.18142464975,97604.30880087901,83105.13668267647,109694.83215017992
2021-10-20,61315.899727052565,69910.2542709262,66844.18142464975,96798.03618679082,82743.5519675597,108788.68425408525
2021-10-21,61315.899727052565,69910.2542709262,66844.18142464975,96329.05857816494,82532.40298238376,108261.61305515532
2021-10-22,61315.899727052565,69910.2542709262,66844.18142464975,95994.15441458982,82381.27078458892,107885.22336026267
2021-10-25,61315.899727052565,69910.2542709262,66844.18142464975,96049.79582578271,82406.42154457919,107947.75723132218
2021-10-26,61315.899727052565,69910.2542709262,67371.54731658717,96807.57885440985,82902.4092630743,108799.40899908467
2021-10-27,61315.899727052565,69910.2542709262,67159.67466974305,96503.13463747546,82703.51284551944,108457.2524110611
2021-10-28,61315.899727052565,69910.2542709262,65855.27673985729,94628.81809756343,81478.08734782267,106350.75895018937
2021-10-29,61315.899727052565,69910.2542709262,65170.80888292523,93645.29198494669,80841.82758866563,105245.40066053727
2021-11-01,61315.899727052565,69910.2542709262,66122.2802124347,95012.48094568652,81728.59529723042,106781.94720657033
2021-11-02,61176.70967487141,70217.39671323316,65972.1794445413,94796.79802755987,81543.06744075676,106539.54703190355
2021-11-03,60972.37635387107,69274.33576766224,65751.82901067234,94480.17190196218,81270.70944923881,106183.69952754125
2021-11-04,60972.37635387107,69274.33576766224,66074.89248020327,94944.38852674342,81570.72600277816,106705.41998601594
2021-11-08,60972.37635387107,69274.33576766224,66634.52726412988,95748.5393980313,82089.80530803054,107609.18331299469
2021-11-09,60972.37635387107,69274.33576766224,66544.90906008316,95619.7651349989,82006.85513561145,107464.45741572497
2021-11-10,60972.37635387107,69274.33576766224,66445.1492042684,95476.418121416,81914.48697688455,107303.35359984441
2021-11-11,60972.37635387107,69274.33576766224,65915.57202888439,94715.45765357085,81423.96570512328,106448.13079443025
2021-11-12,60972.37635387107,69274.33576766224,65915.57202888439,95929.76728307363,81957.0369930488,107812.86041162781
2021-11-15,60972.37635387107,69218.89183553089,65915.57202888439,95965.26766261077,81972.52481395246,107852.75832415275
2021-11-16,60972.37635387107,68511.9886872386,65915.57202888439,95381.03284508533,81717.68567327296,107196.15267802816
2021-11-17,60972.37635387107,68037.05439965165,65915.57202888439,94848.206303117,81484.57382283831,106597.32339677565
2021-11-18,60972.37635387107,67920.26304211134,65915.57202888439,94138.91285995096,81173.404564175,105800.1677573453
2021-11-22,60972.37635387107,66404.60926031873,65915.57202888439,92293.47272205309,80360.81917564354,103726.12770053906
2021-11-23,61276.24425986369,66662.14828125603,65915.57202888439,92753.4355112688,80664.92255520345,104243.06738873746
2021-11-24,60967.12510948408,66964.67261960686,65915.57202888439,92285.52394902555,80355.9330893784,103717.1942903877
2021-11-25,61391.422920929945,66826.60074073689,65915.57202888439,,80494.99722591302,104439.00917779941
2021-11-26,59606.69726024768,66826.60074073689,65915.57202888439,90226.25353671449,78995.86939370175,101402.83619487443
2021-11-29,59606.69726024768,66826.60074073689,65915.57202888439,90371.9810422197,79061.02284909053,101566.61538098262
2021-11-30,59606.69726024768,66826.60074073689,65915.57202888439,89997.06391441992,78987.29318575526,101145.25620217703
2021-12-01,59606.69726024768,68080.18121854882,65915.57202888439,90970.5298611737,79179.34923789371,102239.30814460632
2021-12-02,59606.69726024768,68080.18121854882,65915.57202888439,92214.51283998639,79422.7399409272,103637.38683329338
2021-12-03,59606.69726024768,68080.18121854882,65915.57202888439,91128.43927534224,79212.46710334526,102416.77824705323
2021-12-06,59606.69726024768,68080.18121854882,65915.57202888439,89621.09109020243,78917.93574981907,100722.71055483572
2021-12-07,59606.69726024768,68080.18121854882,65915.57202888439,91022.4556349748,79195.32840576414,102297.66611170184
2021-12-08,59606.69726024768,68080.18121854882,65915.57202888439,92575.38506544451,79499.0537830261,104042.96132775601
2021-12-09,59606.69726024768,68080.18121854882,65915.57202888439,92824.97446851683,79547.23424037588,104323.46808009964
2021-12-10,59606.69726024768,68080.18121854882,65915.57202888439,92795.5702182938,79541.5699083933,104290.42144176632
2021-12-13,59606.69726024768,68080.18121854882,65915.57202888439,92037.5180905798,79395.50552555475,103438.46724084765
2021-12-14,59606.69726024768,68080.18121854882,65915.57202888439,91807.80062007639,79350.96007168412,103180.29401388238
2021-12-15,59606.69726024768,68080.18121854882,65915.57202888439,91259.33528117494,79244.39861894984,102563.8887134389
2021-12-16,59606.69726024768,68080.18121854882,65915.57202888439,91402.41319567096,79272.32677210442,102724.69009616328
2021-12-17,59606.69726024768,68080.18121854882,65915.57202888439,90007.66227845667,79000.40815517095,101157.16741571217
2021-12-20,59606.69726024768,65827.07568074724,65915.57202888439,88041.66574964087,78612.5160476907,98947.63730494371
2021-12-21,59606.69726024768,65827.07568074724,65915.57202888439,88871.78468281173,78779.13412101133,99880.58543149244
2021-12-22,60262.79836941419,65827.07568074724,65915.57202888439,89850.01161341013,79166.1185033345,100979.98811437696
2021-12-23,60679.1724965783,65827.07568074724,65915.57202888439,90470.81285685531,79410.22554905429,101677.68977360667
2021-12-24,60679.1724965783,65827.07568074724,65915.57202888439,,79410.22554905429,101267.64857406839
2021-12-27,60679.1724965783,65827.07568074724,65915.57202888439,90543.14876139906,79424.49805383524,101758.98613239292
2021-12-28,60679.1724965783,65827.07568074724,65915.57202888439,91322.12851809966,79578.10236337036,102634.4603272257
2021-12-29,60679.1724965783,65827.07568074724,65915.57202888439,91217.9975214457,79557.70491127865,102517.43032783405
2021-12-30,60679.1724965783,65827.07568074724,65915.57202888439,91166.85834497544,79547.67877079925,102459.95639611811
2021-12-31,60679.1724965783,65827.07568074724,65915.57202888439,91962.27384590489,79701.90990723998,103353.90227756594
2022-01-03,60679.1724965783,65827.07568074724,65915.57202888439,93401.78836122359,79979.15416648758,104971.73355034075
2022-01-04,60679.1724965783,65827.07568074724,65915.57202888439,94353.26063260813,80160.2069631402,106041.06739827574
2022-01-05,60679.1724965783,65827.07568074724,65915.57202888439,94989.1624748127,80280.2617514199,106755.74021038415
2022-01-06,60679.1724965783,65827.07568074724,65915.57202888439,94038.75624981076,80101.76452189866,105687.60446302933
2022-01-07,60679.1724965783,65827.07568074724,65915.57202888439,94392.73539865905,80168.76846688535,106085.43201587634
2022-01-10,60679.1724965783,65827.07568074724,65915.57202888439,95402.76777133255,80359.39766470077,107220.57997141077
2022-01-11,60679.1724965783,65827.07568074724,65915.57202888439,95680.70572821017,80411.42253969386,107532.94689355201
2022-01-12,60679.1724965783,65827.07568074724,65915.57202888439,96510.55556229418,80566.40422277116,108465.5925869446
2022-01-13,60679.1724965783,65827.07568074724,65915.57202888439,96751.40959500807,80611.08498505269,108736.28189375733
2022-01-14,60679.1724965783,65827.07568074724,65915.57202888439,96740.54213188446,80609.07286853195,108724.06824706602
2022-01-17,60679.1724965783,65827.07568074724,65915.57202888439,,80609.07286853195,109035.84193493942
2022-01-18,60679.1724965783,65827.07568074724,65915.57202888439,95984.35299784882,80469.05181918219,107874.20781415158
2022-01-19,60679.1724965783,65827.07568074724,65915.57202888439,95058.84878834726,80296.62916470844,106834.05876578658
2022-01-20,60679.1724965783,65827.07568074724,65915.57202888439,94097.5751002217,80116.18646971813,105753.7093717405
2022-01-21,60679.1724965783,65827.07568074724,65915.57202888439,93356.48656494543,79975.96987429216,104920.8200917047
2022-01-24,59067.053994840324,64729.06227978117,65915.57202888439,90876.20028126074,79031.61699211918,102133.29369132577
2022-01-25,59510.8537865219,66059.11848883567,65915.57202888439,91558.99781433491,79295.52959678877,102900.67129691828
2022-01-27,58932.90026902574,66541.51048751871,65915.57202888439,90669.80128163112,78953.26426133634,101901.32746054672
2022-01-28,58904.65277656283,66028.71962861421,65915.57202888439,90626.34177910155,78936.44489387143,101852.48450582595
2022-01-31,59724.05878262267,66028.71962861421,66832.50495467916,91887.01925126508,80034.50750852429,103269.32568223977
2022-02-01,60540.36355171529,66028.71962861421,67745.96752967723,93142.92538961912,81128.41424398207,104680.80448615385
2022-02-02,60540.36355171529,66028.71962861421,68528.96448719695,94219.45628664424,81857.7124457209,105890.68832739459
2022-02-03,60540.36355171529,66028.71962861421,67681.79238750407,93054.69193902025,81070.6438041239,104581.64130706491
2022-02-04,60540.36355171529,66028.71962861421,67512.5958484444,92822.06612838566,80913.01384015755,104320.19947560418
2022-02-07,60540.36355171529,66028.71962861421,66345.90305555043,91217.9975214457,79825.47289500167,102517.43032783405
2022-02-08,60540.36355171529,66028.71962861421,66550.75914281822,91499.65111571511,80017.17716847874,102833.9731539393
2022-02-09,60540.36355171529,66028.71962861421,67310.24654385624,92543.85907242115,80727.41911339393,104007.53012030675
2022-02-10,60540.36355171529,66028.71962861421,67857.74143125927,93296.60166815188,81238.13043489169,104853.5170824134
2022-02-11,60540.36355171529,66028.71962861421,66967.02056939961,92071.96277369923,80408.7425743237,103477.17868483685
2022-02-14,60540.36355171529,66028.71962861421,64916.74334101318,89253.06703901249,78493.99991902367,100309.09831764578
2022-02-15,60540.36355171529,66028.71962861421,66881.06728220513,91953.7868747036,80341.34647986098,103344.36400110225
2022-02-16,60540.36355171529,66028.71962861421,66764.47554003766,91793.48661864785,80232.41353774333,103164.20689638326
2022-02-17,60540.36355171529,66028.71962861421,66696.64185016994,91700.2230851175,80169.0111831018,103059.39054368292
2022-02-18,60540.36355171529,66028.71962861421,66587.5704560413,91550.2624439765,80067.0419967619,102890.85385138736
2022-02-21,60540.36355171529,66028.71962861421,66319.1188730458,,79887.71152994128,102476.04351361723
2022-02-22,60540.36355171529,66028.71962861421,65877.992872318,90574.67475442242,79403.3217640885,101794.41733984216
2022-02-23,60540.36355171529,66028.71962861421,65766.41469550975,90421.26757497652,79298.72142232086,101622.0071767388
2022-02-24,60540.36355171529,66028.71962861421,62624.02710485462,86100.84551039478,76351.74066534571,96766.40214234342
2022-02-25,62069.71363867334,66028.71962861421,64206.013992274944,88275.89580483182,78280.51238681379,99210.88210329697
2022-02-28,62069.71363867334,66028.71962861421,64728.267911735864,88993.93496832115,78563.5063299346,100017.86682030272
2022-03-02,62069.71363867334,66028.71962861421,64003.85288458463,87997.94749798931,78172.72680118079,98898.50354911125
2022-03-03,62069.71363867334,66028.71962861421,64003.85288458463,87426.17403817893,78059.85272794821,98255.90288452602
2022-03-04,62069.71363867334,66028.71962861421,64003.85288458463,86087.06453215753,77794.15378067673,96750.9140751344
2022-03-07,62069.71363867334,66028.71962861421,64003.85288458463,84061.72130472193,77387.43410720806,94474.68582138693
2022-03-08,62069.71363867334,66028.71962861421,64003.85288458463,84858.18732708666,77550.37380560988,95369.81235534826
2022-03-09,62069.71363867334,66028.71962861421,64003.85288458463,86616.98273399468,77907.55859315448,97346.4747518914
2022-03-10,62069.71363867334,66028.71962861421,64003.85288458463,87939.39774666523,78171.87967362253,98832.70107355628
2022-03-11,62069.71363867334,66028.71962861421,64003.85288458463,88127.7774574394,78209.09215924313,99044.41591491671
2022-03-14,62069.71363867334,66028.71962861421,64003.85288458463,89404.09372653607,78460.7962179381,100478.83311052153
2022-03-15,62069.71363867334,66028.71962861421,64003.85288458463,88300.26997212335,78245.52670511144,99238.27556801891
2022-03-16,62069.71363867334,66028.71962861421,64003.85288458463,89955.46740556869,78571.46454079106,101098.5070154605
2022-03-17,62069.71363867334,66028.71962861421,64003.85288458463,91607.22865067399,78892.07083346923,102954.87662413876
2022-03-21,62069.71363867334,66028.71962861421,64003.85288458463,90709.27604768203,78720.22282199727,101945.69207814732
2022-03-22,62069.71363867334,66028.71962861421,64003.85288458463,91757.98623911072,78922.46772655383,103124.30898385834
2022-03-23,62069.71363867334,66028.71962861421,64003.85288458463,91387.84044512046,78851.71925082579,102708.31217755245
2022-03-24,62069.71363867334,66028.71962861421,64003.85288458463,91266.48710690677,78828.4510948767,102571.92645616621
2022-03-25,62069.71363867334,66028.71962861421,64003.85288458463,90896.86916112535,78757.50766296421,102156.5228841282
2022-03-28,62069.71363867334,66028.71962861421,64003.85288458463,91262.51272039299,78827.91022330345,102567.45975109054
2022-03-29,62069.71363867334,66028.71962861421,64003.85288458463,91809.9223628767,78932.98234952924,103182.6785829983
2022-03-30,62069.71363867334,66028.71962861421,64003.85288458463,92726.4117529681,79108.0814116635,104212.69612063175
2022-03-31,62069.71363867334,66028.71962861421,64003.85288458463,92548.88915535265,79067.3736512071,104013.18329391815
2022-04-01,62069.71363867334,66028.71962861421,64003.85288458463,93638.92675654571,79317.68108668686,105238.2469531895
2022-04-04,62069.71363867334,66028.71962861421,64003.85288458463,95668.25472045997,79779.71301680086,107518.95354405712
2022-04-05,62069.71363867334,66028.71962861421,64003.85288458463,95159.53324669633,79665.68518743773,106947.21529437041
2022-04-06,62069.71363867334,66028.71962861421,64003.85288458463,94365.98073944521,79487.1183408586,106055.36318092678
2022-04-07,62069.71363867334,66028.71962861421,64003.85288458463,93475.19031214992,79285.43826098177,105054.22800970718
2022-04-08,62069.71363867334,66028.71962861421,64003.85288458463,94242.50565843118,79460.37342871871,105916.59289042464
2022-04-11,62069.71363867334,66028.71962861421,64003.85288458463,93662.77307562839,79328.99088815102,105265.04718364358
2022-04-12,62069.71363867334,66028.71962861421,64003.85288458463,92896.25467664286,79154.49159570193,104403.57797035016
2022-04-13,62069.71363867334,66028.71962861421,64003.85288458463,92606.65230934588,79088.16531644852,104078.10173409355
2022-04-18,62069.71363867334,66028.71962861421,64003.85288458463,91006.29933979771,78720.80582555354,102279.50849028742
2022-04-19,62069.71363867334,66028.71962861421,64003.85288458463,89866.97520584785,78455.91217899868,100999.05303525987
2022-04-20,62720.84011678072,66028.71962861421,64003.85288458463,90809.7017569091,79106.98953404692,102058.55780561945
2022-04-21,62720.84011678072,66028.71962861421,64003.85288458463,92166.55110273419,79424.69186865976,103583.48393922907
2022-04-22,62720.84011678072,66028.71962861421,64003.85288458463,90997.28452038755,79153.85866408363,102269.37697955588
2022-04-25,62720.84011678072,66028.71962861421,64003.85288458463,89842.06284038257,78883.76452663173,100971.05470422561
2022-04-26,62720.84011678072,66028.71962861421,64003.85288458463,91150.17420158946,79192.48028532525,102441.20554043583
2022-04-27,62720.84011678072,66028.71962861421,64003.85288458463,90289.58497181298,78991.51154180721,101474.01267497358
2022-04-28,62720.84011678072,66028.71962861421,64003.85288458463,91384.66300590239,79249.02148540593,102704.7411399008
2022-04-29,62720.84011678072,66028.71962861421,64003.85288458463,90629.52956828447,79103.4984377286,101856.0671755221
2022-05-02,62720.84011678072,66028.71962861421,64003.85288458463,90452.26571979102,79069.1162406452,101656.84514992019
2022-05-04,62720.84011678072,66028.71962861421,64003.85288458463,88377.6359595986,78666.10651720567,99325.22510041653
2022-05-05,62720.84011678072,66028.71962861421,64003.85288458463,88404.40096877732,78671.40071494681,99355.30556741054
2022-05-06,62720.84011678072,66028.71962861421,64003.85288458463,86966.20089899834,78386.98748876262,97738.95156428315
2022-05-09,62720.84011678072,66028.71962861421,64003.85288458463,86386.46831619553,78270.86704900755,97087.4058575021
2022-05-10,62720.84011678072,66028.71962861421,64003.85288458463,86058.97990245666,78204.92873304604,96719.35052247073
2022-05-11,62720.84011678072,66028.71962861421,64003.85288458463,85672.40353921997,78126.86295130975,96284.88784557204
2022-05-12,62720.84011678072,66028.71962861421,64003.85288458463,83769.46934641578,77741.2330589787,94146.23178174655
2022-05-13,62720.84011678072,66028.71962861421,64003.85288458463,83632.48756123385,77712.9832205438,93992.28167321376
2022-05-16,62720.84011678072,66028.71962861421,64003.85288458463,83951.23025464942,77778.80146443282,94350.50793066976
2022-05-17,62720.84011678072,66028.71962861421,64003.85288458463,86160.98915631032,78233.75449258501,96833.99595274644
2022-05-18,62720.84011678072,66028.71962861421,64003.85288458463,86060.30469796126,78213.43871633914,96720.83942416262
2022-05-19,62720.84011678072,66028.71962861421,64003.85288458463,83776.89027123447,77752.2796748053,94154.57195763005
2022-05-20,62720.84011678072,66028.71962861421,64003.85288458463,86197.29165812561,78251.46725890067,96874.79534871764
2022-05-23,62720.84011678072,66028.71962861421,64003.85288458463,85924.64770828391,78196.46478543035,96568.37821732172
2022-05-24,62720.84011678072,66028.71962861421,64003.85288458463,85450.10699353524,78100.49592775539,96035.05479449026
2022-05-25,62720.84011678072,66028.71962861421,64003.85288458463,84923.63015502058,77993.56386690683,95443.36177251885
